INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212025300,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,152,0,2021-04-19 18:57:00,2021,4,Monday,18,,WARREN AVE,42.3445391122313,-71.0735877000682,"(42.3445391122313, -71.0735877000682)"
212038596,613,,LARCENY SHOPLIFTING,D4,146,0,2021-06-09 16:50:00,2021,6,Wednesday,16,,HUNTINGTON AVE,42.3479723982459,-71.0784958158727,"(42.3479723982459, -71.0784958158727)"
212026583,1402,,VANDALISM,B2,309,1,2021-04-25 00:18:00,2021,4,Sunday,0,,"HUMBOLDT AVE & LAUREL ST
ROXBURY  MA 02119
UNITED ",42.3198120175895,-71.085982049031,"(42.3198120175895, -71.085982049031)"
212032117,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2021-05-17 00:26:00,2021,5,Monday,0,,,42.3526139999506,-71.0553719865759,"(42.3526139999506, -71.0553719865759)"
212002142,3115,,INVESTIGATE PERSON,D4,161,0,2021-01-10 17:31:00,2021,1,Sunday,17,,TREMONT ST,42.3470166620895,-71.0688623747638,"(42.3470166620895, -71.0688623747638)"
212032737,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1,75,0,2021-05-19 07:24:00,2021,5,Wednesday,7,,FRIEND ST,42.3649666327254,-71.0615797376542,"(42.3649666327254, -71.0615797376542)"
212005792,3005,,SICK ASSIST,A1,100,0,2021-01-27 12:27:00,2021,1,Wednesday,12,,MILK ST,42.3578152904745,-71.0542017256379,"(42.3578152904745, -71.0542017256379)"
212004217,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,178,0,2021-01-20 09:27:00,2021,1,Wednesday,9,,CHESTERTON ST,42.3301031415446,-71.070901853887,"(42.3301031415446, -71.070901853887)"
212023062,2647,,THREATS TO DO BODILY HARM,B3,432,0,2021-04-10 16:15:00,2021,4,Saturday,16,,MOUNTAIN AVE,42.283994527616,-71.0852429761818,"(42.283994527616, -71.0852429761818)"
212031430,3410,,TOWED MOTOR VEHICLE,C6,220,0,2021-05-14 05:42:00,2021,5,Friday,5,,PACIFIC ST,42.3340766105776,-71.0455658974024,"(42.3340766105776, -71.0455658974024)"
212005956,3006,,SICK/INJURED/MEDICAL - PERSON,D4,130,0,2021-01-28 07:55:00,2021,1,Thursday,7,,HUNTINGTON AVE,42.3485765153387,-71.0777201186254,"(42.3485765153387, -71.0777201186254)"
212020601,1415,,GRAFFITI,B2,586,0,2021-03-31 15:43:00,2021,3,Wednesday,15,,TERRACE ST,42.3291192754543,-71.0978210160171,"(42.3291192754543, -71.0978210160171)"
212012935,3005,,SICK ASSIST,C6,174,0,2021-02-28 06:31:00,2021,2,Sunday,6,,SOUTHAMPTON ST,42.3296210726493,-71.0576382733102,"(42.3296210726493, -71.0576382733102)"
212027860,3207,,PROPERTY - FOUND,A1,116,0,2021-04-30 05:55:00,2021,4,Friday,5,,EDINBORO ST,42.3520723799097,-71.0597534220074,"(42.3520723799097, -71.0597534220074)"
212011053,1832,,SICK ASSIST - DRUG RELATED ILLNESS,E18,495,0,2021-02-19 23:16:00,2021,2,Friday,23,,CENTRAL AVE,42.2610763844655,-71.1193878204982,"(42.2610763844655, -71.1193878204982)"
212013212,3410,,TOWED MOTOR VEHICLE,E18,519,0,2021-03-01 13:20:00,2021,3,Monday,13,,DAVISON ST,42.2563222402775,-71.1195921919876,"(42.2563222402775, -71.1195921919876)"
212022093,619,,LARCENY ALL OTHERS,C11,282,0,2021-04-06 15:00:00,2021,4,Tuesday,15,,COLUMBIA RD,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212025967,2647,,THREATS TO DO BODILY HARM,D14,804,0,2021-04-22 13:29:00,2021,4,Thursday,13,,EVERETT ST,42.3559539126781,-71.1385246825818,"(42.3559539126781, -71.1385246825818)"
212042453,617,,LARCENY THEFT FROM BUILDING,D4,168,0,2021-06-21 10:30:00,2021,6,Monday,10,,WASHINGTON ST,42.3381638652417,-71.0746121662475,"(42.3381638652417, -71.0746121662475)"
212036096,1402,,VANDALISM,B2,586,0,2021-05-31 18:47:00,2021,5,Monday,18,,CALUMET ST,42.3290285860184,-71.1009306016475,"(42.3290285860184, -71.1009306016475)"
212019419,617,,LARCENY THEFT FROM BUILDING,A15,900,0,2021-03-26 19:45:00,2021,3,Friday,19,,VINE ST,42.377895646447,-71.0584076381641,"(42.377895646447, -71.0584076381641)"
212029654,3005,,SICK ASSIST,A1, ,0,2021-05-07 10:01:00,2021,5,Friday,10,,STUART ST,42.3510310459293,-71.0637333102007,"(42.3510310459293, -71.0637333102007)"
212019804,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,336,0,2021-03-28 10:42:00,2021,3,Sunday,10,,RICHFIELD ST,42.3075179670755,-71.0709104175875,"(42.3075179670755, -71.0709104175875)"
212007419,3006,,SICK/INJURED/MEDICAL - PERSON,D14,801,0,2021-02-03 21:39:00,2021,2,Wednesday,21,,FARRINGTON AVE,42.3544593889186,-71.1309126812793,"(42.3544593889186, -71.1309126812793)"
212040759,3115,,INVESTIGATE PERSON,C11,823,0,2021-06-17 12:17:00,2021,6,Thursday,12,,WINDERMERE RD,42.3142436337342,-71.0625862746805,"(42.3142436337342, -71.0625862746805)"
212018550,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,611,0,2021-03-23 12:52:00,2021,3,Tuesday,12,,"HUNTINGTON AVE & RIVERWAY
ROXBURY  MA 02115
UNITED",42.331914989026,-71.1130470162148,"(42.331914989026, -71.1130470162148)"
212019199,423,,ASSAULT - AGGRAVATED,C6,193,0,2021-03-25 22:31:00,2021,3,Thursday,22,,OLD COLONY AVE,42.3297118322284,-71.0526838808277,"(42.3297118322284, -71.0526838808277)"
212029911,3114,,INVESTIGATE PROPERTY,D4,624,0,2021-05-08 06:00:00,2021,5,Saturday,6,,JERSEY ST,42.3441262187924,-71.0976087768229,"(42.3441262187924, -71.0976087768229)"
212002838,3201,,PROPERTY - LOST/ MISSING,E5,564,0,2021-01-13 16:00:00,2021,1,Wednesday,16,,WASHINGTON ST,42.2957192197407,-71.1182730685016,"(42.2957192197407, -71.1182730685016)"
212039433,3005,,SICK ASSIST,E5,693,0,2021-06-12 19:53:00,2021,6,Saturday,19,,WELD ST,42.2932494712665,-71.1528370552742,"(42.2932494712665, -71.1528370552742)"
212016263,3018,,SICK/INJURED/MEDICAL - POLICE,D4,624,0,2021-03-14 00:00:00,2021,3,Sunday,0,,BOYLSTON ST,42.3448959369712,-71.0965918550931,"(42.3448959369712, -71.0965918550931)"
212013583,3114,,INVESTIGATE PROPERTY,B3,469,0,2021-03-02 20:02:00,2021,3,Tuesday,20,,TENNIS RD,42.2761569125616,-71.0955030303829,"(42.2761569125616, -71.0955030303829)"
212039498,801,,ASSAULT - SIMPLE,C6, ,0,2021-06-13 01:20:00,2021,6,Sunday,1,,WEST THIRD STREET,0.0,0.0,"(0, 0)"
212027279,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,598,0,2021-04-27 17:49:00,2021,4,Tuesday,17,,DALTON ST,42.346343125022,-71.0848201277204,"(42.346343125022, -71.0848201277204)"
212019974,1106,,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2021-03-29 11:32:00,2021,3,Monday,11,,AUCKLAND ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212024424,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,574,0,2021-04-13 16:00:00,2021,4,Tuesday,16,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212042439,3801,,M/V ACCIDENT - OTHER,A1,96,0,2021-06-23 08:14:00,2021,6,Wednesday,8,,ATLANTIC AVE,42.3552640216738,-71.0509878767391,"(42.3552640216738, -71.0509878767391)"
212018563,301,,ROBBERY,, ,0,2021-03-23 13:35:00,2021,3,Tuesday,13,,"MAVERICK ST & MAVERICK SQ
EAST BOSTON  MA 02128
UN",42.3700429570163,-71.0387200507307,"(42.3700429570163, -71.0387200507307)"
212030381,3114,,INVESTIGATE PROPERTY,B2,263,0,2021-05-08 19:00:00,2021,5,Saturday,19,,DUDLEY ST,42.3239529867765,-71.0740817196119,"(42.3239529867765, -71.0740817196119)"
212023655,3006,,SICK/INJURED/MEDICAL - PERSON,A1,124,0,2021-04-12 20:17:00,2021,4,Monday,20,,TYLER ST,42.348880419446,-71.0614976360578,"(42.348880419446, -71.0614976360578)"
212030241,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5,729,0,2021-05-09 15:41:00,2021,5,Sunday,15,,BAKER ST,42.2921752968687,-71.1751903128504,"(42.2921752968687, -71.1751903128504)"
212013350,1402,,VANDALISM,E18,517,0,2021-03-01 21:42:00,2021,3,Monday,21,,WASHINGTON ST,42.3045573199976,-71.0795054945143,"(42.3045573199976, -71.0795054945143)"
212003958,3301,,VERBAL DISPUTE,E13,609,0,2021-01-18 23:13:00,2021,1,Monday,23,,EVERGREEN ST,42.3242322440859,-71.1107023057428,"(42.3242322440859, -71.1107023057428)"
212037028,801,,ASSAULT - SIMPLE,D4,146,0,2021-06-04 07:33:00,2021,6,Friday,7,,SAINT BOTOLPH ST,42.3450714707082,-71.080577877036,"(42.3450714707082, -71.080577877036)"
212038269,3115,,INVESTIGATE PERSON,B3,944,0,2021-06-08 13:38:00,2021,6,Tuesday,13,,STRATTON ST,42.2901743214057,-71.0880852485337,"(42.2901743214057, -71.0880852485337)"
212015042,613,,LARCENY SHOPLIFTING,D4,619,0,2021-03-09 11:54:00,2021,3,Tuesday,11,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
212011273,613,,LARCENY SHOPLIFTING,E5,728,0,2021-02-21 01:28:00,2021,2,Sunday,1,,VFW PKWY,42.2805950462512,-71.1709152403317,"(42.2805950462512, -71.1709152403317)"
212006138,3005,,SICK ASSIST,D4,629,0,2021-01-28 21:40:00,2021,1,Thursday,21,,PARK DR,42.3459886223043,-71.1047765018648,"(42.3459886223043, -71.1047765018648)"
212041021,520,,BURGLARY - RESIDENTIAL,C6,221,0,2021-06-18 08:44:00,2021,6,Friday,8,,E BROADWAY,42.3355057586027,-71.0429164724997,"(42.3355057586027, -71.0429164724997)"
212017490,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,167,0,2021-03-18 10:46:00,2021,3,Thursday,10,,"650 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212014829,613,,LARCENY SHOPLIFTING,D4,134,0,2021-03-08 13:07:00,2021,3,Monday,13,,BOYLSTON ST,42.3509590879459,-71.0741278007508,"(42.3509590879459, -71.0741278007508)"
212036066,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,418,0,2021-05-31 16:26:00,2021,5,Monday,16,,EVANS ST,42.2828555295001,-71.0778262208497,"(42.2828555295001, -71.0778262208497)"
212011076,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,67,0,2021-02-20 02:56:00,2021,2,Saturday,2,,CAMBRIDGE ST,42.3611232897783,-71.0657740917068,"(42.3611232897783, -71.0657740917068)"
212038941,3114,,INVESTIGATE PROPERTY,B2,319,0,2021-06-10 20:44:00,2021,6,Thursday,20,,SONOMA ST,42.3084531077249,-71.0871866418235,"(42.3084531077249, -71.0871866418235)"
212037349,3410,,TOWED MOTOR VEHICLE,D4,141,0,2021-06-05 07:11:00,2021,6,Saturday,7,,COMMONWEALTH AVE,42.3497700020909,-71.0852941051732,"(42.3497700020909, -71.0852941051732)"
212020666,3301,,VERBAL DISPUTE,B2,308,0,2021-03-31 20:43:00,2021,3,Wednesday,20,,BOWER ST,42.3199675777876,-71.0871502181512,"(42.3199675777876, -71.0871502181512)"
212006428,3001,,DEATH INVESTIGATION,A7,22,0,2021-01-30 10:27:00,2021,1,Saturday,10,,HAVRE ST,42.3749512860481,-71.0358793389914,"(42.3749512860481, -71.0358793389914)"
212014662,2905,,VAL - VIOLATION OF AUTO LAW,A1,105,0,2021-03-07 17:04:00,2021,3,Sunday,17,,"HAWLEY ST & SNOW PL
BOSTON  MA 02110
UNITED STATES",42.3554099924968,-71.0592429994031,"(42.3554099924968, -71.0592429994031)"
212028497,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,200,0,2021-05-02 19:32:00,2021,5,Sunday,19,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212004568,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-01-21 19:39:00,2021,1,Thursday,19,,DUDLEY ST,42.3283226345648,-71.0786109065145,"(42.3283226345648, -71.0786109065145)"
212016393,616,,LARCENY THEFT OF BICYCLE,B2,355,0,2021-03-14 19:07:00,2021,3,Sunday,19,,MAGNOLIA ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212010115,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,355,0,2021-02-15 16:00:00,2021,2,Monday,16,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013023,3803,,M/V ACCIDENT - PERSONAL INJURY,A15,48,0,2021-02-28 14:49:00,2021,2,Sunday,14,,"ALFORD ST & DEXTER ST
CHARLESTOWN  MA 02129
UNITED",42.3942130366609,-71.0674129997101,"(42.3942130366609, -71.0674129997101)"
212004368,1402,,VANDALISM,E5,563,0,2021-01-20 21:13:00,2021,1,Wednesday,21,,FAWNDALE RD,42.2890690767622,-71.1211675287539,"(42.2890690767622, -71.1211675287539)"
212020031,801,,ASSAULT - SIMPLE,C11,388,0,2021-03-29 09:00:00,2021,3,Monday,9,,DORCHESTER AVE,42.2783992011305,-71.0663630509312,"(42.2783992011305, -71.0663630509312)"
212018795,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,,76,0,2021-03-24 07:00:00,2021,3,Wednesday,7,,CANAL ST,42.3648952700273,-71.0605024901577,"(42.3648952700273, -71.0605024901577)"
212022455,301,,ROBBERY,C6, ,0,2021-04-08 04:00:00,2021,4,Thursday,4,,"SOUTHAMPTON ST & BRADSTON ST
ROXBURY  MA 02118
UNI",42.3323540216573,-71.0713870258197,"(42.3323540216573, -71.0713870258197)"
212001629,3005,,SICK ASSIST,C6,913,0,2021-01-08 11:57:00,2021,1,Friday,11,,PENINSULA PL,42.3198718527033,-71.0448453606123,"(42.3198718527033, -71.0448453606123)"
212014248,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,172,0,2021-03-05 18:30:00,2021,3,Friday,18,,ALBANY ST,42.3352056860869,-71.071103145211,"(42.3352056860869, -71.071103145211)"
212010802,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-02-07 08:45:00,2021,2,Sunday,8,,FREEPORT ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212033324,801,,ASSAULT - SIMPLE,D4,161,0,2021-05-21 09:36:00,2021,5,Friday,9,,TREMONT ST,42.3470166620895,-71.0688623747638,"(42.3470166620895, -71.0688623747638)"
212039875,613,,LARCENY SHOPLIFTING,C11,356,0,2021-06-14 14:00:00,2021,6,Monday,14,,GENEVA AVE,42.2984886615439,-71.0631329417796,"(42.2984886615439, -71.0631329417796)"
212006268,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2021-01-28 19:47:00,2021,1,Thursday,19,,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212014307,3005,,SICK ASSIST,A7,29,0,2021-03-06 01:31:00,2021,3,Saturday,1,,CHELSEA ST,42.3706365392383,-71.0379321271388,"(42.3706365392383, -71.0379321271388)"
212037370,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-05-29 22:00:00,2021,5,Saturday,22,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212014828,613,,LARCENY SHOPLIFTING,A1,112,0,2021-03-08 13:30:00,2021,3,Monday,13,,WASHINGTON ST,42.355123390368,-71.0608797985164,"(42.355123390368, -71.0608797985164)"
212005064,3005,,SICK ASSIST,B3,426,0,2021-01-24 00:59:00,2021,1,Sunday,0,,RIVER ST,42.268714412421,-71.0922113857272,"(42.268714412421, -71.0922113857272)"
212038454,3801,,M/V ACCIDENT - OTHER,A7, ,0,2021-06-09 07:39:00,2021,6,Wednesday,7,,"BENNINGTON ST & WORDSWORTH ST
EAST BOSTON  MA 0212",42.3838130297191,-71.0150720052792,"(42.3838130297191, -71.0150720052792)"
212036442,3207,,PROPERTY - FOUND,B2,611,0,2021-06-01 23:08:00,2021,6,Tuesday,23,,RIVERWAY,0.0,0.0,"(0, 0)"
212016962,3114,,INVESTIGATE PROPERTY,A1,28,0,2021-02-16 09:00:00,2021,2,Tuesday,9,,HANOVER ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212037576,3006,,SICK/INJURED/MEDICAL - PERSON,B3,463,0,2021-06-06 01:48:00,2021,6,Sunday,1,,FRANKLIN HILL AVE,42.2955850658759,-71.0915803792111,"(42.2955850658759, -71.0915803792111)"
212019570,617,,LARCENY THEFT FROM BUILDING,B2,282,0,2021-03-27 12:29:00,2021,3,Saturday,12,,HUNTINGTON AVE,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212019795,3112,,LANDLORD - TENANT,C11,355,0,2021-03-28 11:35:00,2021,3,Sunday,11,,WESTVILLE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212023238,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2021-04-11 05:29:00,2021,4,Sunday,5,,MARYLAND ST,42.3123479559724,-71.0550360408697,"(42.3123479559724, -71.0550360408697)"
212043348,1102,,FRAUD - FALSE PRETENSE / SCHEME,A7,28,0,2021-06-25 13:00:00,2021,6,Friday,13,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212015968,3005,,SICK ASSIST,A1,123,0,2021-03-12 21:00:00,2021,3,Friday,21,,MAPLE PL,42.3478007514709,-71.0634192513695,"(42.3478007514709, -71.0634192513695)"
212018785,3410,,TOWED MOTOR VEHICLE,C6, ,0,2021-03-24 09:15:00,2021,3,Wednesday,9,,"W BROADWAY & F ST
SOUTH BOSTON  MA 02127
UNITED ST",42.3368150255304,-71.0477569769882,"(42.3368150255304, -71.0477569769882)"
212015327,3006,,SICK/INJURED/MEDICAL - PERSON,C11,370,0,2021-03-10 14:15:00,2021,3,Wednesday,14,,WILLIAM T MORRISSEY BLVD,42.2950716588055,-71.0474970887394,"(42.2950716588055, -71.0474970887394)"
212005080,3801,,M/V ACCIDENT - OTHER,E13,303,0,2021-01-24 05:27:00,2021,1,Sunday,5,,COLUMBUS AVE,42.3200877159776,-71.0984145212712,"(42.3200877159776, -71.0984145212712)"
212002807,3110,,SERVICE TO OTHER AGENCY,C6, ,0,2021-01-13 16:15:00,2021,1,Wednesday,16,,SUMMER ST,42.3424508096779,-71.0438704953399,"(42.3424508096779, -71.0438704953399)"
212039091,3006,,SICK/INJURED/MEDICAL - PERSON,C6, ,0,2021-06-11 12:29:00,2021,6,Friday,12,,"SLEEPER ST & SEAPORT BLVD
SOUTH BOSTON  MA 02210
U",42.3531150254012,-71.0484210408468,"(42.3531150254012, -71.0484210408468)"
212034617,2670,,HARASSMENT/ CRIMINAL HARASSMENT,,319,0,2021-05-26 00:36:00,2021,5,Wednesday,0,,CHENEY ST,42.309700155938,-71.085824141534,"(42.309700155938, -71.085824141534)"
212015132,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,A1,75,0,2021-03-09 17:38:00,2021,3,Tuesday,17,,FRIEND ST,42.3649666327254,-71.0615797376542,"(42.3649666327254, -71.0615797376542)"
212005117,613,,LARCENY SHOPLIFTING,A1,111,0,2021-01-24 10:55:00,2021,1,Sunday,10,,WASHINGTON ST,42.3527294742853,-71.0625629084842,"(42.3527294742853, -71.0625629084842)"
212016147,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2021-03-13 17:22:00,2021,3,Saturday,17,,DARTMOUTH,0.0,0.0,"(0, 0)"
212013866,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,474,0,2021-03-04 08:45:00,2021,3,Thursday,8,,"CANAAN ST & ITASCA ST
MATTAPAN  MA 02126
UNITED ST",42.2730670247659,-71.1029080002127,"(42.2730670247659, -71.1029080002127)"
212023048,2647,,THREATS TO DO BODILY HARM,D4,144,0,2021-04-10 14:52:00,2021,4,Saturday,14,,SAINT GERMAIN ST,42.3457191580733,-71.0856246368145,"(42.3457191580733, -71.0856246368145)"
212001430,3110,,SERVICE TO OTHER AGENCY,External,691,0,2021-01-07 14:11:00,2021,1,Thursday,14,,SEA ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212005507,3410,,TOWED MOTOR VEHICLE,D14,790,0,2021-01-26 09:48:00,2021,1,Tuesday,9,,ORKNEY RD,42.3369199537918,-71.1496031645808,"(42.3369199537918, -71.1496031645808)"
212010375,3115,,INVESTIGATE PERSON,E5,664,0,2021-02-16 21:10:00,2021,2,Tuesday,21,,ARCHDALE RD,42.2931415222482,-71.1220436401037,"(42.2931415222482, -71.1220436401037)"
212042910,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,784,0,2021-06-24 09:30:00,2021,6,Thursday,9,,CAMBRIDGE ST,42.3499624030713,-71.1476253057994,"(42.3499624030713, -71.1476253057994)"
212012529,3410,,TOWED MOTOR VEHICLE,A7,21,0,2021-02-26 12:23:00,2021,2,Friday,12,,MARION ST,42.3750007217954,-71.0341791922835,"(42.3750007217954, -71.0341791922835)"
212015339,3201,,PROPERTY - LOST/ MISSING,B2,310,0,2021-03-10 13:30:00,2021,3,Wednesday,13,,WARREN ST,42.3168403859334,-71.0827718495288,"(42.3168403859334, -71.0827718495288)"
212026066,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,432,0,2021-04-22 20:30:00,2021,4,Thursday,20,,"NORFOLK ST & WILLOWWOOD ST
DORCHESTER  MA 02124
UN",42.2826500022693,-71.0853430493176,"(42.2826500022693, -71.0853430493176)"
212021947,617,,LARCENY THEFT FROM BUILDING,C11,338,0,2021-04-06 09:08:00,2021,4,Tuesday,9,,BOWDOIN ST,42.3104091591458,-71.0623992079383,"(42.3104091591458, -71.0623992079383)"
212011348,3801,,M/V ACCIDENT - OTHER,E5,691,0,2021-02-21 12:40:00,2021,2,Sunday,12,,CORINTH ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212034412,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1, ,0,2021-05-25 11:15:00,2021,5,Tuesday,11,,SUMMER ST,42.3552162482694,-71.0601286346912,"(42.3552162482694, -71.0601286346912)"
212028252,3001,,DEATH INVESTIGATION,B3,423,0,2021-05-01 17:25:00,2021,5,Saturday,17,,RIDGEVIEW AVE,42.2712300601543,-71.0855428382992,"(42.2712300601543, -71.0855428382992)"
212015722,3115,,INVESTIGATE PERSON,C11, ,0,2021-03-12 02:44:00,2021,3,Friday,2,,DORCHESTER AVE,42.280917104111,-71.0656542069814,"(42.280917104111, -71.0656542069814)"
212035890,801,,ASSAULT - SIMPLE,A1,61,0,2021-05-30 20:28:00,2021,5,Sunday,20,,LEGENDS WAY,42.3664354633178,-71.0613541253703,"(42.3664354633178, -71.0613541253703)"
212004963,1402,,VANDALISM,E13,509,0,2021-01-23 16:13:00,2021,1,Saturday,16,,WELD HILL ST,42.2979733920241,-71.1124974027758,"(42.2979733920241, -71.1124974027758)"
212033431,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,137,0,2021-05-21 15:21:00,2021,5,Friday,15,,COMMONWEALTH AVE,42.3508094139995,-71.0814361529704,"(42.3508094139995, -71.0814361529704)"
212037861,3115,,INVESTIGATE PERSON,A15,56,0,2021-06-07 03:12:00,2021,6,Monday,3,,PLEASANT ST,42.3750813047037,-71.0623084649503,"(42.3750813047037, -71.0623084649503)"
212028001,801,,ASSAULT - SIMPLE,C11,351,0,2021-04-30 16:02:00,2021,4,Friday,16,,DORCHESTER AVE,42.3002802831252,-71.0601526142755,"(42.3002802831252, -71.0601526142755)"
212019341,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2021-03-26 13:00:00,2021,3,Friday,13,,"MARINE RD & I ST
SOUTH BOSTON  MA 02127
UNITED STA",42.3305670359288,-71.0398110085039,"(42.3305670359288, -71.0398110085039)"
212042727,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,2021-06-24 07:45:00,2021,6,Thursday,7,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212031537,3005,,SICK ASSIST,D14,769,0,2021-05-14 16:21:00,2021,5,Friday,16,,MARKET ST,42.3529416628158,-71.1511037035753,"(42.3529416628158, -71.1511037035753)"
212042948,2647,,THREATS TO DO BODILY HARM,B2,262,0,2021-06-24 18:47:00,2021,6,Thursday,18,,W COTTAGE ST,42.3210595550949,-71.0731329123284,"(42.3210595550949, -71.0731329123284)"
212024111,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,300,0,2021-03-15 00:00:00,2021,3,Monday,0,,CEDAR ST,42.3245599501744,-71.0897171872725,"(42.3245599501744, -71.0897171872725)"
212037337,3001,,DEATH INVESTIGATION,C11,462,0,2021-06-05 08:04:00,2021,6,Saturday,8,,BOWDOIN ST,42.3003081876324,-71.0720642515026,"(42.3003081876324, -71.0720642515026)"
212002836,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,796,0,2021-01-13 18:26:00,2021,1,Wednesday,18,,HARVARD AVE,42.3520477853277,-71.1318068422802,"(42.3520477853277, -71.1318068422802)"
212013739,3115,,INVESTIGATE PERSON,E13,303,0,2021-03-03 16:11:00,2021,3,Wednesday,16,,MILES ST,42.3187477213615,-71.1000214870988,"(42.3187477213615, -71.1000214870988)"
212016394,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-03-14 07:30:00,2021,3,Sunday,7,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212024344,423,,ASSAULT - AGGRAVATED,B2,258,1,2021-04-15 13:50:00,2021,4,Thursday,13,,VIRGINIA ST,42.3169406806915,-71.0671926766013,"(42.3169406806915, -71.0671926766013)"
212018254,1402,,VANDALISM,B3,427,0,2021-03-22 00:00:00,2021,3,Monday,0,,ASTORIA ST,42.2791384061075,-71.0879708990336,"(42.2791384061075, -71.0879708990336)"
